"isDisabled","ref","type","baseWeapon","baseMods","supportedAttachments","lootTags","tier","pingCommsAction","fakeAmmoIcon","icon","pickupModel","skinOverride","attachSound","pickupSound_1p","pickupSound_3p","carrySound","pickupString","desc","countPerDrop","inventorySlotCount","netInt","passive","minPVPCurrency","maxPVPCurrency","scrapValue","droppodRotate","conditional","isDynamic","pretendsToBeBlank"
false,"mp_weapon_lmg_gold","main_weapon","mp_weapon_lmg","optic_cq_hcog_bruiser bullets_mag_l4 stock_tactical_l3 barrel_stabilizer_l3","sight grip mag barrel","lmg gold",4,"PING_WEAPON_SPITFIRE","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_rspn101","main_weapon","","","sight mag barrel grip","assault",1,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_rspn101_whiteset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_classic bullets_mag_l1 barrel_stabilizer_l1 stock_tactical_l1","sight mag barrel grip","assault whiteset",1,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_rspn101_blueset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l2 barrel_stabilizer_l2 stock_tactical_l2","sight mag barrel grip","assault blueset",2,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_rspn101_purpleset","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l3 barrel_stabilizer_l3 stock_tactical_l3","sight mag barrel grip","assault purpleset",3,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_rspn101_gold","main_weapon","mp_weapon_rspn101","optic_cq_hcog_bruiser bullets_mag_l4 barrel_stabilizer_l3 stock_tactical_l3","sight mag barrel grip","assault gold",4,"PING_WEAPON_R201","","","",0,"","survival_loot_pickup_weapon_rspn101","survival_loot_pickup_3p_weapon_rspn101","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun","main_weapon","","","sight mag grip","shotgun",1,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_crate","main_weapon","","crate optic_cq_hcog_classic shotgun_bolt_l4 stock_tactical_l3 hopup_unshielded_dmg","sight mag hopup","shotgun",5,"PING_WEAPON_EVA","rui/hud/gametype_icons/survival/sur_ammo_mastiff","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_gold","main_weapon","mp_weapon_shotgun","optic_cq_hcog_classic shotgun_bolt_l4 stock_tactical_l3","sight mag grip","shotgun gold",4,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_whiteset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l1 stock_tactical_l1 optic_cq_hcog_classic","sight mag grip","shotgun whiteset",1,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_blueset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l2 optic_cq_hcog_classic stock_tactical_l2","sight mag grip","shotgun blueset",2,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_purpleset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l3 optic_cq_hcog_classic stock_tactical_l3","sight mag grip","shotgun purpleset",3,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_energy_shotgun","main_weapon","","hopup_energy_choke choke","sight mag grip hopup","shotgun",1,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_energy_shotgun_whiteset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l1 stock_tactical_l1","sight mag grip","shotgun whiteset",1,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_energy_shotgun_blueset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l2 stock_tactical_l2","sight mag grip","shotgun blueset",2,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_energy_shotgun_purpleset","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l3 stock_tactical_l3","sight mag grip","shotgun purpleset",3,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_energy_shotgun_gold","main_weapon","mp_weapon_energy_shotgun","hopup_energy_choke choke optic_cq_hcog_classic shotgun_bolt_l4 stock_tactical_l3 hopup_shield_breaker","sight mag grip hopup","shotgun gold",4,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol","main_weapon","","","sight mag hopup","pistol",1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol_whiteset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l1","sight mag","pistol whiteset",1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol_blueset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l2","sight mag","pistol blueset",2,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol_purpleset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l3 hopup_unshielded_dmg","sight mag hopup","pistol purpleset",3,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol_gold","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l4 hopup_unshielded_dmg","sight mag hopup","pistol gold",4,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol_light","main_weapon","","hopup_april_fools_light","sight","pistol",4,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_bullet","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol_heavy","main_weapon","","hopup_april_fools_heavy","sight","pistol",4,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_bullet","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol_sniper","main_weapon","","hopup_april_fools_sniper","sight","pistol",4,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_bullet","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_shotgun_pistol_energy","main_weapon","","hopup_april_fools_energy","sight","pistol",4,"PING_WEAPON_MOZAMBIQUE","rui/hud/gametype_icons/survival/sur_ammo_bullet","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_wingman","main_weapon","","","sight hopup","pistol",1,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_wingman_crate","main_weapon","","crate hopup_headshot_dmg_elite optic_cq_hcog_classic","sight hopupMulti_a","pistol",5,"PING_WEAPON_WINGMAN","rui/hud/gametype_icons/survival/sur_ammo_kraber","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_wingman_whiteset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic","sight","pistol whiteset",1,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_wingman_blueset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic","sight","pistol blueset",2,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_wingman_purpleset","main_weapon","mp_weapon_wingman","hopup_smart_reload optic_cq_hcog_classic","sight hopup","pistol purpleset",3,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_wingman_gold","main_weapon","mp_weapon_wingman","hopup_smart_reload optic_cq_hcog_classic","sight hopup","pistol gold",4,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_semipistol","main_weapon","","","sight mag barrel hopup","pistol",1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_semipistol_whiteset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l1 laser_sight_l1","sight mag barrel","pistol whiteset",1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_semipistol_blueset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l2 laser_sight_l2","sight mag barrel","pistol blueset",2,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_semipistol_purpleset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3 hopup_unshielded_dmg","sight mag barrel hopup","pistol purpleset",3,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_semipistol_gold","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l4 laser_sight_l3 hopup_unshielded_dmg","sight mag barrel hopup","pistol gold",4,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_autopistol","main_weapon","","","sight mag barrel hopup","pistol",1,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_autopistol_crate","main_weapon","","crate optic_cq_hcog_classic bullets_mag_l4 laser_sight_l3 hopup_shield_breaker","sight hopup","pistol",5,"PING_WEAPON_AUTOPISTOL","rui/hud/gametype_icons/survival/sur_ammo_unique","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_autopistol_whiteset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l1 laser_sight_l1","sight mag barrel hopup","pistol whiteset",1,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_autopistol_blueset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l2 laser_sight_l2","sight mag barrel hopup","pistol blueset",2,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_autopistol_purpleset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3 hopup_unshielded_dmg","sight mag barrel hopup","pistol purpleset",3,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_autopistol_gold","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l4 laser_sight_l3 hopup_unshielded_dmg","sight mag barrel hopup","pistol gold",4,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_sentinel","main_weapon","","hopup_marksmans_tempo","sight mag grip","sniper",1,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_sentinel_whiteset","main_weapon","mp_weapon_sentinel","optic_cq_hcog_bruiser sniper_mag_l1 stock_sniper_l1 hopup_marksmans_tempo","sight mag grip","sniper whiteset",1,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_sentinel_blueset","main_weapon","mp_weapon_sentinel","optic_sniper sniper_mag_l2 stock_sniper_l2 hopup_marksmans_tempo","sight mag grip","sniper blueset",2,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_sentinel_purpleset","main_weapon","mp_weapon_sentinel","optic_sniper_variable sniper_mag_l3 stock_sniper_l3 hopup_marksmans_tempo","sight mag grip","sniper purpleset",3,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_sentinel_gold","main_weapon","mp_weapon_sentinel","optic_sniper_threat sniper_mag_l4 stock_sniper_l3 hopup_marksmans_tempo","sight mag grip","sniper gold",4,"PING_WEAPON_SENTINEL","","","",0,"","survival_loot_pickup_weapon_dmr","survival_loot_pickup_3p_weapon_dmr","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_bow","main_weapon","mp_weapon_bow","crate optic_ranged_hcog hopup_shatter_rounds hopup_marksmans_tempo altfire_shatter","sight hopupMulti_a","marksman",5,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_bocek","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_bow_cupid","main_weapon","mp_weapon_bow","crate optic_ranged_hcog hopup_marksmans_tempo cupid","sight","marksman",5,"PING_WEAPON_BOW","rui/hud/gametype_icons/survival/sur_ammo_bocek","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",60,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_3030","main_weapon","","","sight mag grip","marksman",1,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_3030_whiteset","main_weapon","mp_weapon_3030","optic_cq_hcog_classic highcal_mag_l1 stock_sniper_l1","sight mag grip","marksman whiteset",1,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_3030_blueset","main_weapon","mp_weapon_3030","optic_cq_hcog_bruiser highcal_mag_l2 stock_sniper_l2","sight mag grip","marksman blueset",2,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_3030_purpleset","main_weapon","mp_weapon_3030","optic_ranged_aog_variable highcal_mag_l3 stock_sniper_l3","sight mag grip","marksman purpleset",3,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_3030_gold","main_weapon","mp_weapon_3030","optic_ranged_aog_variable highcal_mag_l4 stock_sniper_l3","sight mag grip","marksman gold",4,"PING_WEAPON_3030","","","",0,"","survival_loot_pickup_weapon_3030","survival_loot_pickup_3p_weapon_3030","","","",1,1,"","",0,0,20,false,false,false,false
false,"hopup_dual_loader","attachment","","","","",3,"PING_ATTACHMENT_HOPUP_DUAL_SHELL","","rui/pilot_loadout/mods/hopup_dualshell","mdl/weapons_r5/loot/_master/w_loot_wep_mods_chip.rmdl",0,"survival_loot_attach_stabilizer","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,10,false,false,false,false
false,"mp_weapon_nemesis","main_weapon","","","sight mag barrel grip","assault",1,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_nemesis_whiteset","main_weapon","mp_weapon_nemesis","optic_cq_hcog_classic energy_mag_l1 barrel_stabilizer_l1 stock_tactical_l1","sight mag barrel grip","assault whiteset",1,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_nemesis_blueset","main_weapon","mp_weapon_nemesis","optic_cq_hcog_bruiser energy_mag_l2 barrel_stabilizer_l2 stock_tactical_l2","sight mag barrel grip","assault blueset",2,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_nemesis_purpleset","main_weapon","mp_weapon_nemesis","optic_cq_hcog_bruiser energy_mag_l3 barrel_stabilizer_l3 stock_tactical_l3","sight mag barrel grip","assault purpleset",3,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_nemesis_gold","main_weapon","mp_weapon_nemesis","optic_cq_hcog_bruiser energy_mag_l4 barrel_stabilizer_l3 stock_tactical_l3","sight mag barrel grip","assault gold",4,"PING_WEAPON_NEMESIS","","","",0,"","survival_loot_pickup_weapon_nemesis","survival_loot_pickup_3p_weapon_nemesis","","","",1,1,"","",0,0,20,false,false,false,false
false,"bullet","ammo","","","","",1,"PING_AMMO_BULLET","","rui/hud/gametype_icons/survival/sur_ammo_bullet","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_sc.rmdl",0,"","survival_loot_pickup_LightAmmo","survival_loot_pickup_3p_LightAmmo","","#SURVIVAL_PICKUP_BULLETS","#SURVIVAL_PICKUP_BULLETS_HINT",20,60,"","",0,0,0,false,false,false,false
false,"special","ammo","","","","",1,"PING_AMMO_SPECIAL","","rui/hud/gametype_icons/survival/sur_ammo_special","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_nrg.rmdl",0,"","survival_loot_pickup_EnergyPack","survival_loot_pickup_3p_EnergyPack","","#SURVIVAL_PICKUP_SPECIAL","#SURVIVAL_PICKUP_SPECIAL_HINT",20,60,"","",0,0,0,false,false,false,false
false,"shotgun","ammo","","","","",1,"PING_AMMO_SHOTGUN","","rui/hud/gametype_icons/survival/sur_ammo_shotgun","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_shg.rmdl",0,"","survival_loot_pickup_ShotgunShells","survival_loot_pickup_3p_ShotgunShells","","#SURVIVAL_PICKUP_SHOTGUN","#SURVIVAL_PICKUP_SHOTGUN_HINT",8,16,"","",0,0,0,false,false,false,false
false,"highcal","ammo","","","","",1,"PING_AMMO_HIGHCAL","","rui/hud/gametype_icons/survival/sur_ammo_bullet_large","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_hc.rmdl",0,"","survival_loot_pickup_HeavyAmmo","survival_loot_pickup_3p_HeavyAmmo","","#SURVIVAL_PICKUP_BULLETS_LARGE","#SURVIVAL_PICKUP_BULLETS_LARGE_HINT",20,60,"","",0,0,0,false,false,false,false
false,"sniper","ammo","","","","",1,"PING_AMMO_SNIPER","","rui/hud/gametype_icons/survival/sur_ammo_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_sniper.rmdl",0,"","survival_loot_pickup_sniper","survival_loot_pickup_3p_sniper","","#SURVIVAL_PICKUP_SNIPER","#SURVIVAL_PICKUP_SNIPER_HINT",14,28,"","",0,0,0,false,false,false,false
true,"arrows","ammo","","","","",1,"PING_AMMO_ARROWS","","rui/hud/gametype_icons/survival/sur_ammo_arrows","mdl/weapons_r5/loot/_master/w_loot_wep_arrows_mn.rmdl",0,"","survival_loot_pickup_arrows","survival_loot_pickup_3p_arrows","","#SURVIVAL_PICKUP_ARROWS","#SURVIVAL_PICKUP_ARROWS_HINT",16,32,"","",0,0,0,false,false,false,false
false,"mp_weapon_dragon_lmg","main_weapon","","","sight barrel grip mag","lmg",1,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_dragon_lmg_whiteset","main_weapon","mp_weapon_dragon_lmg","optic_cq_hcog_classic barrel_stabilizer_l1 stock_tactical_l1 highcal_mag_l1","sight barrel grip mag","lmg whiteset",1,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_dragon_lmg_blueset","main_weapon","mp_weapon_dragon_lmg","optic_cq_hcog_bruiser barrel_stabilizer_l2 stock_tactical_l2 highcal_mag_l2","sight barrel grip mag","lmg blueset",2,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_dragon_lmg_purpleset","main_weapon","mp_weapon_dragon_lmg","optic_cq_hcog_bruiser barrel_stabilizer_l3 stock_tactical_l3 highcal_mag_l3","sight barrel grip mag","lmg purpleset",3,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_dragon_lmg_gold","main_weapon","mp_weapon_dragon_lmg","optic_cq_hcog_bruiser highcal_mag_l4 barrel_stabilizer_l3 stock_tactical_l3","sight barrel grip mag","lmg gold",4,"PING_WEAPON_DRAGON","","","",0,"","survival_loot_pickup_weapon_lmg","survival_loot_pickup_3p_weapon_lmg","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_car","main_weapon","","","sight mag grip","smg",1,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_car_whiteset","main_weapon","mp_weapon_car","optic_cq_hcog_classic highcal_mag_l1 stock_tactical_l1","sight mag grip","smg whiteset",1,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_car_blueset","main_weapon","mp_weapon_car","optic_cq_hcog_classic highcal_mag_l2 stock_tactical_l2","sight mag grip","smg blueset",2,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_car_purpleset","main_weapon","mp_weapon_car","optic_cq_hcog_classic highcal_mag_l3 stock_tactical_l3","sight mag grip","smg purpleset",3,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_car_gold","main_weapon","mp_weapon_car","optic_cq_hcog_classic highcal_mag_l4 stock_tactical_l3","sight mag grip","smg gold",4,"PING_WEAPON_CAR","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","",0,0,20,false,false,false,false
false,"mp_weapon_car_paintball_blueset","main_weapon","mp_weapon_car","paintball optic_cq_hcog_classic highcal_mag_l2 stock_tactical_l2","sight mag grip hopup","smg blueset",2,"PING_WEAPON_CAR_RAMPARTSPECIAL","","","",0,"","survival_loot_pickup_weapon_r97","survival_loot_pickup_3p_weapon_r97","","","",1,1,"","",0,0,20,false,false,false,false
