"event","notes","menuText","shortText","chatText","attachmentPoints","aliasSubname","hasCalm","hasCalmFar","hasUrgent","hasUrgentFar","subEvent","flavorEvent","defaultIcon","pingAsset","hasForcedTempVoice"
"PING_I_ULTIMATE","","#PROMPT_PING_I_ULTIMATE","#PROMPT_PING_I_ULTIMATE_SHORT","#PING_I_ULTIMATE","","ping_ultimateHere",true,true,true,true,"","","rui/hud/ping/icon_ping_ultimatehere","settings/itemflav/ping/ping_ultimatehere.rpak",true
"PING_WE_FALLBACK","","#PROMPT_PING_WE_FALLBACK","#PROMPT_PING_WE_FALLBACK_SHORT","#PING_WE_FALLBACK","","ping_fallbackHere",true,true,true,true,"","","rui/hud/ping/icon_ping_defense","settings/itemflav/ping/ping_defending.rpak",true
"PING_ENEMY_AUDIO","","#PROMPT_PING_ENEMY_AUDIO","#PROMPT_PING_ENEMY_AUDIO_SHORT","#PING_ENEMY_AUDIO","","ping_hearEnemy",true,true,true,true,"","","rui/hud/ping/icon_ping_enemyaudio","settings/itemflav/ping/ping_enemy_audio.rpak",false
"PING_ENEMY_FIGHTING","","#PROMPT_PING_ENEMY_FIGHTING","#PROMPT_PING_ENEMY_FIGHTING_SHORT","#PING_ENEMY_FIGHTING","","ping_squadsHere",true,true,true,true,"","","rui/hud/ping/icon_ping_enemyfighting","settings/itemflav/ping/ping_enemyfighting.rpak",true
"PING_BLEEDOUT_DONT_REVIVE","","#PROMPT_BLEEDOUT_DONT_REVIVE","#PROMPT_BLEEDOUT_DONT_REVIVE_SHORT","#PING_BLEEDOUT_DONT_REVIVE","","ping_reviveWait",true,false,true,false,"","","rui/hud/ping/icon_ping_dont_help","settings/itemflav/ping/ping_dont_help.rpak",false
"PING_WE_AVOID","","#PROMPT_PING_WE_AVOID","#PROMPT_PING_WE_AVOID_SHORT","#PING_WE_AVOID","","ping_avoidHere",true,true,true,true,"","","rui/hud/ping/icon_ping_avoid","settings/itemflav/ping/ping_avoid.rpak",false
"PING_WE_DEFEND","","#PROMPT_PING_WE_DEFEND","#PROMPT_PING_WE_DEFEND_SHORT","#PING_WE_DEFEND","","ping_defendHere",true,true,true,true,"","","rui/hud/ping/icon_ping_defense","settings/itemflav/ping/ping_defending.rpak",false
"PING_WE_ABILITY","","#PROMPT_PING_WE_ABILITY","#PROMPT_PING_WE_ABILITY_SHORT","#PING_WE_ABILITY","","ping_abilityHere",true,true,true,true,"","","rui/hud/ping/icon_ping_ultimatehere","settings/itemflav/ping/ping_ultimatehere.rpak",true
"PING_WE_REGROUP","","#PROMPT_PING_WE_REGROUP","#PROMPT_PING_WE_REGROUP_SHORT","#PING_WE_REGROUP","","ping_regroupHere",true,true,true,true,"","","rui/hud/ping/icon_ping_regrouphere","settings/itemflav/ping/ping_regrouphere.rpak",false
"PING_NEED_HEALTH","","#PROMPT_PING_NEED_HEALTH","#PROMPT_PING_NEED_HEALTH_SHORT","","","ping_needhealth",true,false,true,false,"","","rui/hud/ping/icon_ping_dronemedic","",false
"PING_DEPLOYABLE_MEDIC","","#PROMPT_PING_DEPLOYABLE_MEDIC","#PROMPT_PING_DEPLOYABLE_MEDIC","#PING_FRIENDLY_HEALTH","","ping_healthDrone",true,false,true,false,"","","rui/hud/ping/icon_ping_dronemedic","",false
"PING_HOLD_ON","","#PROMPT_PING_HOLD_ON","#PROMPT_PING_HOLD_ON_SHORT","","","ping_markerWait",true,false,true,false,"","","rui/hud/ping/icon_ping_wait","",false
"PING_ABILITY_ME","! Needs new: "I'm going to do my unique thing"","#PROMPT_PING_ABILITY_ME","#PROMPT_PING_ABILITY_ME_SHORT","#PING_ABILITY_ME","","ping_abilityTacticalPlayer",true,true,true,true,"","","rui/hud/common/objective_marker","",false
"PING_ABILITY_ALLY","! Needs new: "You should do your unique thing"","#PROMPT_PING_ABILITY_ALLY","#PROMPT_PING_ABILITY_ALLY_SHORT","#PING_ABILITY_ALLY","","ping_abilityTacticalTeam",true,false,true,false,"","","rui/hud/common/objective_marker","",false
"PING_AREA_CLEAR","","#PROMPT_PING_AREA_CLEAR","#PROMPT_PING_AREA_CLEAR_SHORT","#PING_AREA_CLEAR","","ping_areaClear",true,true,true,true,"","","rui/menu/dpad_comms/emoji/ok","",false
"PING_AREA_VISITED","! [jnel] hooked up specific vo event for someone's been here","#PROMPT_PING_AREA_VISITED","#PROMPT_PING_AREA_VISITED_SHORT","#PING_AREA_VISITED","","ping_cluePresence",true,true,true,true,"","","rui/hud/ping/icon_ping_someonesbeen","settings/itemflav/ping/ping_area_visited.rpak",false
"PING_DOOR","","#PROMPT_PING_DOOR","#PROMPT_PING_DOOR_SHORT","#PING_DOOR","","ping_doorClosed",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_DOOR_OPEN","","#PROMPT_PING_DOOR_OPEN","#PROMPT_PING_DOOR_OPEN_SHORT","#PING_DOOR_OPEN","","ping_dooropen",true,true,true,true,"","","rui/hud/ping/icon_ping_someonesbeen","settings/itemflav/ping/ping_area_visited.rpak",false
"PING_DEATHBOX","","#PROMPT_PING_DEATHBOX","#PROMPT_PING_DEATHBOX_SHORT","#PING_DEATHBOX","","ping_deathBox",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_MY_LAST_DEATHBOX","","#PROMPT_RECOVER_MY_DEATHBOX","#PROMPT_PING_DEATHBOX","#PING_DEATHBOX","","ping_exploreGoPlayer",true,true,false,false,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"MARK_MY_LAST_DEATHBOX","","#PROMPT_MARK_MY_LAST_DEATHBOX","#PROMPT_MARK_MY_LAST_DEATHBOX_SHORT","#MARK_MY_LAST_DEATHBOX","","ping_deathBox",false,false,false,false,"","","","",false
"MARK_MY_LAST_DEATH_LOCATION","","#PROMPT_MARK_MY_LAST_DEATH_LOCATION","#PROMPT_MARK_MY_LAST_DEATH_LOCATION_SHORT","#MARK_MY_LAST_DEATH_LOCATION","","ping_deathBox",false,false,false,false,"","","","",false
"PING_LOOT_CREEP_INFECTED","","#PROMPT_PING_LOOT_CREEP_INFECTED","#PROMPT_PING_LOOT_CREEP_INFECTED","#PING_LOOT_CREEP_INFECTED","","ping_spotInfected",true,true,false,false,"","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak",false
"PING_LOOT_CREEP_SPIDER","","#PROMPT_PING_LOOT_CREEP_SPIDER","#PROMPT_PING_LOOT_CREEP_SPIDER","#PING_LOOT_CREEP_SPIDER","","ping_spotSpider",true,true,false,false,"","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak",false
"PING_LOOTBIN","! [jnel] changed ping_crate to ping_lootBin","#PROMPT_PING_LOOTBIN","#PROMPT_PING_LOOTBIN_SHORT","#PING_LOOTBIN","","ping_supplyBin",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_LOOTBIN_OPEN","! [jnel] changed ping_crate to ping_lootBin","#PROMPT_PING_LOOTBIN_OPEN","#PROMPT_PING_LOOTBIN_OPEN_SHORT","#PING_LOOTBIN_OPEN","","ping_supplyBinOpen",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_LOOTBIN_EXTENDED","! [jnel] changed ping_crate to ping_lootBin","#PROMPT_PING_LOOTBIN_EXTENDED","#PROMPT_PING_LOOTBIN_EXTENDED_SHORT","#PING_LOOTBIN_EXTENDED","","ping_supplyBinExtended",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_CAREPACKAGE","","#PROMPT_PING_CAREPACKAGE","#PROMPT_PING_CAREPACKAGE_SHORT","#PING_CAREPACKAGE","","ping_carePackage",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_MY_CAREPACKAGE","! Line needed ?  (Roger?)","#PROMPT_PING_CAREPACKAGE","#PROMPT_PING_CAREPACKAGE_SHORT","#PING_CAREPACKAGE","","ping_carePackage",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_CAREPACKAGE_INCOMING","","#PROMPT_PING_CAREPACKAGE","#PROMPT_PING_CAREPACKAGE_SHORT","#PING_CAREPACKAGE","","ping_carePackageincoming",true,false,true,false,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_SURVEYBEACON","! [jnel] changed generic ping_beacon to specifc ping_surveyBeacon","#PROMPT_PING_SURVEYBEACON","#PROMPT_PING_SURVEYBEACON_SHORT","#PING_SURVEYBEACON","","ping_surveyBeacon",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_HOVERTANK","","#PROMPT_PING_HOVERTANK","#PROMPT_PING_HOVERTANK_SHORT","#PING_HOVERTANK","","ping_supplyShip",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_FLYER","","#PROMPT_PING_FLYER","#PROMPT_PING_FLYER_SHORT","#PING_FLYER","","ping_flyer",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_FLYER_CAGED","","#PROMPT_PING_FLYER_CAGED","#PROMPT_PING_FLYER_CAGED_SHORT","#PING_FLYER_CAGED","","ping_flyerCaged",true,false,true,false,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_JUMPTOWER","","#PROMPT_PING_JUMPTOWER","#PROMPT_PING_JUMPTOWER_SHORT","#PING_JUMPTOWER","","ping_jumpTower",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_ZIPLINE","","#PROMPT_PING_ZIPLINE","#PROMPT_PING_ZIPLINE_SHORT","#PING_ZIPLINE","","ping_zipline",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_ZIPRAIL","","#PROMPT_PING_ZIPRAIL","#PROMPT_PING_ZIPRAIL_SHORT","#PING_ZIPRAIL","","ping_ziprail",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_ENEMY_SPOTTED_GENERAL","","#PROMPT_PING_ENEMY_SPOTTED_GENERAL","#PROMPT_PING_ENEMY_SPOTTED_GENERAL_SHORT","#PING_ENEMY_SPOTTED_GENERAL","","ping_spotEnemy",true,true,true,true,"","","rui/hud/ping/icon_ping_enemy","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_SPOTTED_SPECIFIC","","#PROMPT_PING_ENEMY_SPOTTED_SPECIFIC","#PROMPT_PING_ENEMY_SPOTTED_SPECIFIC_SHORT","#PING_ENEMY_SPOTTED_SPECIFIC","","ping_spotEnemy",true,true,true,true,"","","rui/hud/ping/icon_ping_enemy","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_SPOTTED_HEALING_HEALTH","","#PROMPT_PING_ENEMY_SPOTTED_HEALING","#PROMPT_PING_ENEMY_SPOTTED_SPECIFIC_SHORT","#PING_ENEMY_SPOTTED_HEALING","","ping_enemyHealing",true,false,false,false,"","","rui/hud/ping/icon_ping_wounded","settings/itemflav/ping/ping_wounded.rpak",false
"PING_ENEMY_SPOTTED_HEALING_SHIELD","","#PROMPT_PING_ENEMY_SPOTTED_HEALING","#PROMPT_PING_ENEMY_SPOTTED_SPECIFIC_SHORT","#PING_ENEMY_SPOTTED_SPECIFIC","","ping_enemyRechargingShields",true,false,false,false,"","","rui/hud/ping/icon_ping_enemy","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_SPOTTED_REVIVING","","#PROMPT_PING_ENEMY_SPOTTED_REVIVING","#PROMPT_PING_ENEMY_SPOTTED_REVIVING_SHORT","#PING_ENEMY_REVIVING","","ping_enemyReviving",true,true,true,true,"","","rui/hud/ping/icon_ping_enemy_reviving","settings/itemflav/ping/ping_enemy_reviving.rpak",false
"PING_DEATHBOX_FROM_MAP_BY_DATAKNIFE","","#PROMPT_PING_DEATHBOX","#PROMPT_PING_DEATHBOX_SHORT","#PING_DEATHBOX_FROM_MAP_DATAKNIFE","","ping_deathBox",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_ENEMY_MARKED_BY_DATAKNIFE","","#PROMPT_PING_ENEMY_MARKED_DATAKNIFE","#PROMPT_PING_ENEMY_MARKED_DATAKNIFE_SHORT","#PING_ENEMY_MARKED_DATAKNIFE","","",true,true,true,true,"","","rui/hud/ping/icon_ping_enemy","settings/itemflav/ping/ping_enemy.rpak",false
"PING_DEATHBOX_MARKED_BY_DATAKNIFE","","#PROMPT_PING_DEATHBOX","#PROMPT_PING_DEATHBOX_SHORT","#PING_DEATHBOX_MARKED_DATAKNIFE","","",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_ENEMY_SPOTTED_SHADOW","","#PROMPT_PING_ENEMY_SHADOW","#PROMPT_PING_ENEMY_SHADOW_SHORT","#PROMPT_PING_ENEMY_SHADOW","","ping_spotShadow",true,true,true,true,"","","rui/hud/ping/icon_ping_enemy","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_NPC_SPECTRE","","#NPC_SPECTRE","#NPC_SPECTRE","#PING_ENEMY_NPC_SPECTRE","","ping_spotSpectre",true,true,true,true,"","","rui/hud/ping/icon_ping_enemy","settings/itemflav/ping/ping_enemy.rpak",false
"PING_NPC_LOOT_TICK","","#PROMPT_PING_NPC_LOOT_TICK","#PROMPT_PING_NPC_LOOT_TICK","#PING_NPC_LOOT_TICK","","ping_lootTick",true,true,true,true,"","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak",false
"PING_ENEMY_NPC_SPIDER","","#PROMPT_PING_ENEMY_NPC_SPIDER","#PROMPT_PING_ENEMY_NPC_SPIDER","#PING_ENEMY_NPC_SPIDER","","ping_spotSpider",true,true,true,true,"","","rui/hud/ping/icon_ping_enemy","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_NPC_PROWLER","","#PROMPT_PING_ENEMY_NPC_PROWLER","#PROMPT_PING_ENEMY_NPC_PROWLER","#PING_ENEMY_NPC_PROWLER","","ping_spotProwler",true,true,true,true,"","","rui/hud/ping/icon_ping_enemy","settings/itemflav/ping/ping_enemy.rpak",false
"PING_NPC_MARVIN_STORY","","#PROMPT_PING_NPC_MARVIN","#PROMPT_PING_NPC_MARVIN","#PING_NPC_MARVIN","","ping_spotMarvin",true,true,true,true,"","FLAVOR_NPC_MARVIN","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_NPC_MARVIN_LOOT","","#PROMPT_PING_NPC_MARVIN","#PROMPT_PING_NPC_MARVIN","#PING_NPC_MARVIN","","ping_lootMrvn",true,true,true,true,"","FLAVOR_NPC_MARVIN","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak",false
"PING_ITEM_MARVIN_ARM","","#PROMPT_PING_NPC_MARVIN_ARM","#PROMPT_PING_NPC_MARVIN_ARM","#PING_NPC_MARVIN_ARM","","ping_mrvnArm",true,false,true,false,"","","rui/hud/loot/loot_marvin_arm","settings/itemflav/ping/ping_looting.rpak",false
"PING_ENEMY_TRAP","","#PROMPT_PING_ENEMY_TRAP","#PROMPT_PING_ENEMY_TRAP_SHORT","#PING_ENEMY_TRAP","","ping_enemyTrap",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_SILENCE_BOMB","","#PROMPT_PING_ENEMY_SILENCE_BOMB","#PROMPT_PING_ENEMY_SILENCE_BOMB_SHORT","#PING_ENEMY_SILENCE_BOMB","","ping_silenceBomb",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_TESLA_TRAP","","#PROMPT_PING_ENEMY_FENCE","#PROMPT_PING_ENEMY_FENCE_SHORT","#PING_ENEMY_FENCE","","ping_fenceEnemy",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak",false
"PING_TROPHY_SYSTEM","","#PROMPT_PING_ENEMY_INTERCEPTOR","#PROMPT_PING_ENEMY_INTERCEPTOR_SHORT","#PING_ENEMY_INTERCEPTOR","","ping_interceptor",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak",false
"PING_TROPHY_SYSTEM_NEUTRAL","","#PROMPT_PING_NEUTRAL_INTERCEPTOR","#PROMPT_PING_NEUTRAL_INTERCEPTOR_SHORT","#PING_NEUTRAL_INTERCEPTOR","","ping_interceptor",true,true,true,true,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_go.rpak",false
"PING_ENEMY_SMOKE","","#PROMPT_PING_ENEMY_SMOKE","#PROMPT_PING_ENEMY_SMOKE_SHORT","#PING_ENEMY_SMOKE","","ping_smokeNeutral",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak",false
"PING_TOXIC_GAS","","#PROMPT_PING_TOXIC_GAS","#PROMPT_PING_TOXIC_GAS_SHORT","#PING_TOXIC_GAS","","ping_enemyGas",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_SHIELD","! [jnel] changed ping_enemyShield to ping_shieldUp (there are no friendly/enemy shield lines)","#PROMPT_PING_ENEMY_SHIELD","#PROMPT_PING_ENEMY_SHIELD_SHORT","#PING_ENEMY_SHIELD","","ping_shieldUp",true,false,true,false,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak",false
"PING_ENEMY_TELEPORTER","! [jnel] changed ping_enemyTeleporter to ping_portal","#PROMPT_PING_ENEMY_TELEPORTER","#PROMPT_PING_ENEMY_TELEPORTER_SHORT","#PING_ENEMY_TELEPORTER","","ping_portal",true,true,true,true,"","","rui/hud/training/gauntlet_target","settings/itemflav/ping/ping_enemy.rpak",false
"PING_NEUTRAL_FENCE","","#PROMPT_PING_NEUTRAL_FENCE","#PROMPT_PING_NEUTRAL_FENCE_SHORT","#PING_NEUTRAL_FENCE","","ping_fenceNeutral",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_FRIENDLY_TRAP","","#PROMPT_PING_FRIENDLY_TRAP","#PROMPT_PING_FRIENDLY_TRAP_SHORT","#PING_FRIENDLY_TRAP","","ping_friendlyTrap",true,false,true,false,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak",false
"PING_FRIENDLY_SHIELD","! [jnel] changed ping_friendlyShield to ping_shieldUp (there are no friendly/enemy shield lines)","#PROMPT_PING_FRIENDLY_SHIELD","#PROMPT_PING_FRIENDLY_SHIELD_SHORT","#PING_FRIENDLY_SHIELD","","ping_shieldUp",true,false,true,false,"","","rui/hud/tactical_icons/tactical_gibraltar","settings/itemflav/ping/ping_enemy.rpak",false
"PING_FRIENDLY_TELEPORTER","! [jnel] changed ping_friendlyTeleporter to ping_portal","#PROMPT_PING_FRIENDLY_TELEPORTER","#PROMPT_PING_FRIENDLY_TELEPORTER_SHORT","#PING_FRIENDLY_TELEPORTER","","ping_portal",true,true,true,true,"","","rui/hud/ultimate_icons/ultimate_wraith","",false
"PING_FRIENDLY_HEALTH","","#PROMPT_PING_FRIENDLY_HEALTH","#PROMPT_PING_FRIENDLY_HEALTH_SHORT","#PING_FRIENDLY_HEALTH","","ping_friendlyHealth",true,true,true,true,"","","rui/hud/ping/icon_ping_dronemedic","",false
"PING_RESPAWN_MOBILE","","#PROMPT_PING_RESPAWN_STATION","#PROMPT_PING_RESPAWN_STATION_SHORT","#PING_RESPAWN_MOBILE","","ping_mobileRespawnBeacon",true,true,true,true,"","","","",false
"PING_LOOT_RESPAWN_MOBILE","","","","#PING_LOOT","","ping_mobileRespawnBeacon",true,false,true,false,"","","","",false
"PING_RESPAWN_STATION","! [jnel] changed ping_respawnChamber to specifc ping_respawnBeacon","#PROMPT_PING_RESPAWN_STATION","#PROMPT_PING_RESPAWN_STATION_SHORT","#PING_RESPAWN_STATION","","ping_respawnBeacon",true,true,true,true,"","","","",false
"PING_RESPAWN_DROPSHIP","","#PROMPT_PING_RESPAWN_DROPSHIP","#PROMPT_PING_RESPAWN_DROPSHIP_SHORT","#PING_RESPAWN_DROPSHIP","","ping_dropship",true,false,true,false,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_watching.rpak",false
"PING_EVAC_DROPSHIP","","#PROMPT_PING_EVAC_DROPSHIP","#PROMPT_PING_EVAC_DROPSHIP_SHORT","#PING_EVAC_DROPSHIP","","ping_dropshipenter",true,false,true,false,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_watching.rpak",false
"PING_JUMP_PAD","","#PROMPT_PING_JUMP_PAD","#PROMPT_PING_JUMP_PAD_SHORT","#PING_JUMP_PAD","","ping_jumpPad",true,true,true,true,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_go.rpak",false
"PING_SKYDIVE_LAUNCHER","","#PROMPT_PING_SKYDIVE_LAUNCHER","#PROMPT_PING_SKYDIVE_LAUNCHER_SHORT","#PING_SKYDIVE_LAUNCHER","","ping_jumpPad",true,true,true,true,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_go.rpak",false
"PING_CRYPTO_DRONE","","#PROMPT_PING_CRYPTO_DRONE","#PROMPT_PING_CRYPTO_DRONE_SHORT","#PING_CRYPTO_DRONE","","ping_droneNeutral",true,true,true,true,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_go.rpak",false
"PING_RAMPART_WALL","","#PROMPT_PING_RAMPART_WALL","#PROMPT_PING_RAMPART_WALL_SHORT","#PING_RAMPART_WALL","","ping_barrierNeutral",true,true,true,true,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_go.rpak",false
"PING_RAMPART_TURRET","","#PROMPT_PING_RAMPART_TURRET","#PROMPT_PING_RAMPART_TURRET_SHORT","#PING_RAMPART_TURRET","","ping_turretNeutral",true,true,true,true,"","","rui/hud/ping/icon_ping_watch","settings/itemflav/ping/ping_go.rpak",false
"CANCELED_PING","","#PROMPT_CANCELED_PING","","#CANCELED_PING","","ping_markerRedact",true,false,true,false,"","","rui/menu/dpad_comms/emoji/stop","",false
"REPLY_JOIN","","#PROMPT_REPLY_JOIN","","#REPLY_JOIN","","ping_iWillJoin",true,false,true,false,"","","rui/menu/dpad_comms/emoji/toast_beer","",false
"REPLY_YES","! [jnel] changed ping_yes to specifc ping_markerYes","#PROMPT_REPLY_YES","","#REPLY_YES","","ping_markerYes",true,false,true,false,"","","rui/hud/ping/icon_ping_yes","",false
"REPLY_NO","! [jnel] changed ping_no to specifc ping_markerNo","#PROMPT_REPLY_NO","","#REPLY_NO","","ping_markerNo",true,false,true,false,"","","rui/menu/dpad_comms/emoji/stop","",false
"REPLY_THANKS","! Needs urgent/calm","#PROMPT_REPLY_THANKS","","#REPLY_THANKS","","ping_thanks",false,false,false,false,"","","rui/hud/ping/icon_ping_yes","",false
"REPLY_REVIVE_THANKS","","#PROMPT_REPLY_THANKS","","#REPLY_REVIVE_THANKS","","bc_reviveThanks",false,false,false,false,"","","rui/hud/ping/icon_ping_yes","",false
"REPLY_WELCOME","","#PROMPT_REPLY_WELCOME","","#REPLY_WELCOME","","ping_youreWelcome",true,false,false,false,"","","rui/hud/ping/icon_ping_yes","",false
"REPLY_REVIVE_WELCOME","","#PROMPT_REPLY_WELCOME_REVIVE","","#REPLY_WELCOME","","ping_reviveYoureWelcome",true,false,false,false,"","","rui/hud/ping/icon_ping_yes","",false
"REPLY_WELCOME_ALT","","#PROMPT_REPLY_WELCOME","","#REPLY_WELCOME","","ping_youreWelcome",true,false,false,false,"","","rui/hud/ping/icon_ping_yes","",false
"REPLY_REVIVE_WELCOME_ALT","","#PROMPT_REPLY_WELCOME_REVIVE","","#REPLY_WELCOME","","ping_reviveYoureWelcome",true,false,false,false,"","","rui/hud/ping/icon_ping_yes","",false
"REPLY_I_CANNOT","! Needs new line.","#PROMPT_REPLY_I_CANNOT","","#REPLY_I_CANNOT","","ping_no",false,false,false,false,"","","rui/menu/dpad_comms/emoji/exclamation","",false
"REPLY_COMING_TO_HELP","","#PROMPT_REPLY_COMING_TO_HELP","","#REPLY_COMING_TO_HELP","","ping_markerComingToHelp",true,false,true,false,"","","rui/hud/ping/icon_ping_yes","",false
"REPLY_LOOT_DIBS","! [jnel] hooked up claim/dibs vo","#PROMPT_PING_DIBS","","#QUICKCHAT_DIBS","","ping_markerWantThat",true,false,true,false,"","FLAVOR_LOOT_DIBS","rui/menu/dpad_comms/emoji/clapping","",false
"REPLY_LOOT_UNDIBS","","#PROMPT_PING_UNDIBS","","#CANCELED_PING","","ping_markerRedact",true,false,true,false,"","","rui/menu/dpad_comms/emoji/stop","",false
"REPLY_RESPAWN_YES","","#PROMPT_REPLY_RESPAWN_YES","","#REPLY_RESPAWN_YES","","ping_grabCard",true,false,true,false,"","","rui/hud/ping/icon_ping_yes","",false
"PING_MATERIALS","","#PROMPT_PING_MATERIALS","","#PING_MATERIALS","","ping_materials",true,true,true,true,"","","rui/hud/ping/icon_ping_crafting","settings/itemflav/ping/ping_crafting_harvester.rpak",false
"PING_REPLICATOR","","#PROMPT_PING_REPLICATOR","PROMPT_PING_REPLICATOR_SHORT","#PING_REPLICATOR","","ping_replicator",true,true,true,true,"","","rui/hud/ping/icon_ping_crafting","settings/itemflav/ping/ping_crafting_workbench.rpak",false
"PING_REPLICATOR_INCOMING","","#PROMPT_PING_REPLICATOR_INCOMING","","#PING_REPLICATOR_INCOMING","","ping_replicatorIncoming",true,false,true,false,"","","rui/hud/ping/icon_ping_crafting","settings/itemflav/ping/ping_crafting_workbench_airdropped.rpak",false
"REPLY_CRAFTING_NEXT_HARVESTER_OR_WORKBENCH","","#PROMPT_REPLY_CRAFTING_NEXT","","","","",true,true,true,true,"","","rui/hud/ping/icon_ping_crafting","settings/itemflav/ping/ping_crafting_generic.rpak",false
"PING_REPLICATOR_NOONE_USED","","#PROMPT_PING_REPLICATOR","PROMPT_PING_REPLICATOR_SHORT","#PING_REPLICATOR_NOONE_USED","","ping_foundReplicatorAvail",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_crafting_2_workbench.rpak",false
"PING_REPLICATOR_ALL_USED","","#PROMPT_PING_REPLICATOR","PROMPT_PING_REPLICATOR_SHORT","#PING_REPLICATOR_ALL_USED","","ping_foundReplicatorEmpty",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_crafting_2_workbench.rpak",false
"PING_REPLICATOR_PLAYER_USED","","#PROMPT_PING_REPLICATOR","PROMPT_PING_REPLICATOR_SHORT","#PING_REPLICATOR_PLAYER_USED","","ping_foundReplicatorAvail",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_crafting_2_workbench.rpak",false
"PING_REPLICATOR_TEAMMATE_USED","","#PROMPT_PING_REPLICATOR","PROMPT_PING_REPLICATOR_SHORT","#PING_REPLICATOR_TEAMMATE_USED","","ping_foundReplicatorAvail",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_crafting_2_workbench.rpak",false
