"name","alias","priority","radioDisplayName","team","radioIntercept","vduVideo","dialogue","bucket","note"
"Host_Noc_shadowsPlayerJoin_02_01","diag_ap_nocNotify_playerDeathFirst_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","First time respawning as a Shadow","SHADOWS_PLAYER_JOIN","JNEL: New Bucket for Noc"
"Host_Noc_shadowsPlayerJoin_02_02","diag_ap_nocNotify_playerDeathFirst_02_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","First time respawning as a Shadow","SHADOWS_PLAYER_JOIN","JNEL: New Bucket for Noc"
"Host_Noc_shadowsPlayerJoin_03_01","diag_ap_nocNotify_playerDeathFirst_03_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","First time respawning as a Shadow","SHADOWS_PLAYER_JOIN","JNEL: New Bucket for Noc"
"Host_Noc_shadowsPlayerJoin_03_02","diag_ap_nocNotify_playerDeathFirst_03_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","First time respawning as a Shadow","SHADOWS_PLAYER_JOIN","JNEL: New Bucket for Noc"
"","",0,"","",false,"","","",""
"Host_Noc_shadowsPlayerJoin_04_01","diag_ap_nocNotify_playerDeathFirstRev_01_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Now maybe you'll see your true potential, as one of my Shadows.","","Revenant Dies First Time"
"Host_Noc_shadowsPlayerJoin_04_02","diag_ap_nocNotify_playerDeathFirstRev_01_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Now maybe you'll see your true potential, as one of my Shadows.","","Revenant Dies First Time"
"Host_Noc_shadowsPlayerJoin_05_01","diag_ap_nocNotify_playerDeathFirstRev_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Perhaps time as a Shadow will teach my counterpart humility.","","Revemant Dies First Time"
"Host_Noc_shadowsPlayerJoin_05_02","diag_ap_nocNotify_playerDeathFirstRev_02_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Perhaps time as a Shadow will teach my counterpart humility.","","Revemant Dies First Time"
"Host_Noc_shadowsPlayerJoin_06_01","diag_ap_nocNotify_playerDeathFirstRev_03_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","My arrogant doppelganger falls. Not surprising.","","Revemant Dies First Time"
"Host_Noc_shadowsPlayerJoin_06_02","diag_ap_nocNotify_playerDeathFirstRev_03_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","My arrogant doppelganger falls. Not surprising.","","Revemant Dies First Time"
"","",0,"","",false,"","","",""
"Host_Noc_shadowSquadGrow_01_01","diag_ap_nocNotify_shadowSquadGrow_01_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Shadow Squad grows. They thrive off your fear","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadGrow_01_02","diag_ap_nocNotify_shadowSquadGrow_01_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Shadow Squad grows. They thrive off your fear","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadGrow_01_03","diag_ap_nocNotify_shadowSquadGrow_01_03_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Shadow Squad grows. They thrive off your fear","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadGrow_02_01","diag_ap_nocNotify_shadowSquadGrow_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","More Shadows join my ranks.","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadGrow_02_02","diag_ap_nocNotify_shadowSquadGrow_02_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","More Shadows join my ranks.","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadGrow_03_01","diag_ap_nocNotify_shadowSquadGrow_03_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","More turn to the shadows. I welcome them.","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadGrow_03_02","diag_ap_nocNotify_shadowSquadGrow_03_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","More turn to the shadows. I welcome them.","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadGrow_03_03","diag_ap_nocNotify_shadowSquadGrow_03_03_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","More turn to the shadows. I welcome them.","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadSpawns_01_01","diag_ap_nocNotify_shadowSquadSpawns_01_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You canâ€™t keep the dead asleep. Better start running","EVAC_SHIP_INCOMING","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadSpawns_01_02","diag_ap_nocNotify_shadowSquadSpawns_01_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You canâ€™t keep the dead asleep. Better start running","EVAC_SHIP_INCOMING","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadSpawns_02_01","diag_ap_nocNotify_shadowSquadSpawns_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Shadows rise again. I love this part","SHADOWSQUAD_SPAWNS","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadSpawns_02_02","diag_ap_nocNotify_shadowSquadSpawns_02_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Shadows rise again. I love this part","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadSpawns_03_01","diag_ap_nocNotify_shadowSquadSpawns_03_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Another swarm of shadows rise. This is when it gets good","SHADOWSQUAD_SPAWNS","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadSpawns_03_02","diag_ap_nocNotify_shadowSquadSpawns_03_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Another swarm of shadows rise. This is when it gets good","SHADOWSQUAD_GROW","JNEL: New Bucket for Noc"
"Host_Noc_shadowSquadSpawns_03_03","diag_ap_nocNotify_shadowSquadSpawns_03_03_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Another swarm of shadows rise. This is when it gets good","SHADOWSQUAD_SPAWNS","JNEL: New Bucket for Noc"
"Host_Noc_skydiveTaunt_01_01","diag_ap_nocNotify_skydiveTaunt_01_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Death is never the end. Not in my world","","JNEL: New Bucket for Noc"
"Host_Noc_skydiveTaunt_01_02","diag_ap_nocNotify_skydiveTaunt_01_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Death is never the end. Not in my world","","JNEL: New Bucket for Noc"
"Host_Noc_skydiveTaunt_02_01","diag_ap_nocNotify_skydiveTaunt_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Survival is not just for the living","","JNEL: New Bucket for Noc"
"Host_Noc_skydiveTaunt_02_02","diag_ap_nocNotify_skydiveTaunt_02_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Survival is not just for the living","","JNEL: New Bucket for Noc"
"Host_Noc_skydiveTaunt_03_01","diag_ap_nocNotify_skydiveTaunt_03_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","In my Games, you will fear the Shadows.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_skydiveTaunt_03_02","diag_ap_nocNotify_skydiveTaunt_03_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","In my Games, you will fear the Shadows.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_skydiveTaunt_03_03","diag_ap_nocNotify_skydiveTaunt_03_03_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","In my Games, you will fear the Shadows.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_01_01","diag_ap_nocNotify_readyUpA_01_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Legends have returned... but this time, I'm ready for you.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_01_02","diag_ap_nocNotify_readyUpA_01_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Legends have returned... but this time, I'm ready for you.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_02_01","diag_ap_nocNotify_readyUpA_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","I see you've returned. Good. The Shadows have missed you.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_02_02","diag_ap_nocNotify_readyUpA_02_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","I see you've returned. Good. The Shadows have missed you.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_03_01","diag_ap_nocNotify_readyUpA_03_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You just can't get enough of me, can you? ","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_03_02","diag_ap_nocNotify_readyUpA_03_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You just can't get enough of me, can you? ","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_04_01","diag_ap_nocNotify_readyUpA_04_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You trespass, you steal my treasures, but now... now we strike back.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_04_02","diag_ap_nocNotify_readyUpA_04_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You trespass, you steal my treasures, but now... now we strike back.","CHAR_SELECT_TAUNT","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_05_01","diag_ap_nocNotify_readyUpB_01_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You made the mistake of entering my world. Now I'm entering yours.","CHAR_SELECT_TAUNT_ALT_MAP","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_05_02","diag_ap_nocNotify_readyUpB_01_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You made the mistake of entering my world. Now I'm entering yours.","CHAR_SELECT_TAUNT_ALT_MAP","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_06_01","diag_ap_nocNotify_readyUpB_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You think we're scared of daylight? Day is when shadows are strongest.","CHAR_SELECT_TAUNT_ALT_MAP","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_06_02","diag_ap_nocNotify_readyUpB_02_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","You think we're scared of daylight? Day is when shadows are strongest.","CHAR_SELECT_TAUNT_ALT_MAP","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_07_01","diag_ap_nocNotify_readyUpB_03_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Your Syndicate was happy to work out this merger. All it'll cost is your lives.","CHAR_SELECT_TAUNT_ALT_MAP","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_07_02","diag_ap_nocNotify_readyUpB_03_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Your Syndicate was happy to work out this merger. All it'll cost is your lives.","CHAR_SELECT_TAUNT_ALT_MAP","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_08_01","diag_ap_nocNotify_readyUpB_04_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","So many new worlds. We Shadows may never leave.","CHAR_SELECT_TAUNT_ALT_MAP","Intro Over Character Select Screen"
"Host_Noc_charSelectTaunt_08_02","diag_ap_nocNotify_readyUpB_04_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","So many new worlds. We Shadows may never leave.","CHAR_SELECT_TAUNT_ALT_MAP","Intro Over Character Select Screen"
"","",0,"","",false,"","","",""
"Host_Noc_streakChampKilled_01a_01","diag_ap_nocNotify_streakChampKilled_01a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Champ's lost their Top 5 streak. And their will to live.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_01a_02","diag_ap_nocNotify_streakChampKilled_01a_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Champ's lost their Top 5 streak. And their will to live.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_01b_01","diag_ap_nocNotify_streakChampKilled_01b_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Aww. The Champ is dead, just like the rest of you skinsuits. ","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_01b_02","diag_ap_nocNotify_streakChampKilled_01b_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Champ is dead, just like the rest of you skinsuits. ","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_02a_01","diag_ap_nocNotify_streakChampKilled_02a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Heh.. I have appointed a new Kill Leader. I like that.","STREAK_NEW_KILL_LEADER","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_02a_02","diag_ap_nocNotify_streakChampKilled_02a_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Ahh.. I have appointed a new Kill Leader. I like that.","STREAK_NEW_KILL_LEADER","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_02a_03","diag_ap_nocNotify_streakChampKilled_02a_03_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Hah.. I have appointed a new Kill Leader. I like that.","STREAK_NEW_KILL_LEADER","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_02b_01","diag_ap_nocNotify_streakChampKilled_02b_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Champion, and their streak, are both dead. ","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_02b_02","diag_ap_nocNotify_streakChampKilled_02b_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Champion, and their streak, are both dead. ","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_02b_03","diag_ap_nocNotify_streakChampKilled_02b_03_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Champion, and their streak, are both dead. ","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_03a_01","diag_ap_nocNotify_streakChampKilled_03a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Top 5 Champion's streak has ended.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_03b_01","diag_ap_nocNotify_streakChampKilled_03b_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Top 5 Champion lost their streak... and a fatal amount of blood.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_04a_01","diag_ap_nocNotify_streakChampKilled_04a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Top 5 Champ is dead. Don't hit your skull as you plummet to the bottom... Champ.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_04b_01","diag_ap_nocNotify_streakChampKilled_04b_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Top Five Champion's deathbox is now up for grabs. Loot away.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_04b_02","diag_ap_nocNotify_streakChampKilled_04b_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Top Five Champion's deathbox is now up for grabs. Loot away.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_05a_01","diag_ap_nocNotify_streakChampKilled_05a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","If you pass by the streak Champ's corpse, shoot it again for good luck.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_05b_01","diag_ap_nocNotify_streakChampKilled_05b_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Everyone wave bye-bye to the streak Champion.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_05b_02","diag_ap_nocNotify_streakChampKilled_05b_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Everyone wave bye-bye to the streak Champion.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_05c_01","diag_ap_nocNotify_streakChampKilled_05c_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Your streak Champion is now a streak corpse.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_06a_01","diag_ap_nocNotify_streakChampKilled_06a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Champ's dead before making Top Five. Bet you're broken up about that.","CHAMP_DIED_NO_TOP5_STREAK","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_06a_02","diag_ap_nocNotify_streakChampKilled_06a_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Champ's dead before making Top Five. Bet you're broken up about that.","CHAMP_DIED_NO_TOP5_STREAK","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_06b_01","diag_ap_nocNotify_streakChampKilled_06b_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Champ is out. Enjoy playing with the bottom feeders, skinsuit.","CHAMP_DIED_NO_TOP5_STREAK","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_06b_02","diag_ap_nocNotify_streakChampKilled_06b_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Champ is out. Enjoy playing with the bottom feeders, skinsuit.","CHAMP_DIED_NO_TOP5_STREAK","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_06c_01","diag_ap_nocNotify_streakChampKilled_06c_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Top Five will be missing someone next match... their Champ.","CHAMP_DIED_NO_TOP5_STREAK","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_06c_02","diag_ap_nocNotify_streakChampKilled_06c_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Top Five will be missing someone next match... their Champ.","CHAMP_DIED_NO_TOP5_STREAK","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_07a_01","diag_ap_nocNotify_streakChampKilled_07a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The streak Champion's out of the game and out of Top Five.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_07b_01","diag_ap_nocNotify_streakChampKilled_07b_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The streak Champion's no longer Top Five. Also, no longer breathing.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_07b_02","diag_ap_nocNotify_streakChampKilled_07b_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The streak Champion's no longer Top Five. Also, no longer breathing.","STREAK_LOST_CHAMP","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_08a_01","diag_ap_nocNotify_streakChampKilled_08a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Apex Predator is dead. Not so Apex now, are they?","STREAK_LOST_APEX_PRED","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_08a_02","diag_ap_nocNotify_streakChampKilled_08a_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Apex Predator is dead. Not so Apex now, are they?","STREAK_LOST_APEX_PRED","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_09a_01","diag_ap_nocNotify_streakChampKilled_09a_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Apex Predator's streak is over.","STREAK_LOST_APEX_PRED","JNEL: New Bucket for Noc"
"Host_Noc_streakChampKilled_09a_02","diag_ap_nocNotify_streakChampKilled_09a_02_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","The Apex Predator's streak is over.","STREAK_LOST_APEX_PRED","JNEL: New Bucket for Noc"
"","",0,"","",false,"","","",""
"Host_Noc_evacShipIncoming_01_01_3p","diag_ap_nocNotify_evacShipIncoming_01_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Don't worry...it's almost over.","EVAC_SHIP_INCOMING","JNEL: New Bucket for Noc"
"Host_Noc_evacShipIncoming_02_01_3p","diag_ap_nocNotify_evacShipIncoming_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","It's nearing the end","EVAC_SHIP_INCOMING","JNEL: New Bucket for Noc"
"Host_Noc_evacShipIncoming_03_01_3p","diag_ap_nocNotify_evacShipIncoming_03_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","I like it when you all flee.","EVAC_SHIP_INCOMING","JNEL: New Bucket for Noc"
"Host_Noc_evacShipIncoming_04_01_3p","diag_ap_nocNotify_evacShipIncoming_04_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","It'll all be over soon.","EVAC_SHIP_INCOMING","JNEL: New Bucket for Noc"
"Host_Noc_evacShipIncoming_05_01_3p","diag_ap_nocNotify_evacShipIncoming_05_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Enjoy these final moments. Some of you will die.","EVAC_SHIP_INCOMING","JNEL: New Bucket for Noc"
"Host_Noc_evacShipIncomingShadows_01_01_3p","diag_ap_nocNotify_evacShipIncoming_01_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","Don't worry...it's almost over.","EVAC_SHIP_INCOMING_SHADOWS","JNEL: New Bucket for Noc"
"Host_Noc_evacShipIncomingShadows_02_01_3p","diag_ap_nocNotify_evacShipIncoming_02_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","It's nearing the end","EVAC_SHIP_INCOMING_SHADOWS","JNEL: New Bucket for Noc"
"Host_Noc_evacShipIncomingShadows_04_01_3p","diag_ap_nocNotify_evacShipIncoming_04_01_3p",10,"#HOST_NOC","TEAM_MILITIA",false,"","It'll all be over soon.","EVAC_SHIP_INCOMING_SHADOWS","JNEL: New Bucket for Noc"
"Host_Noc_nocNotify_revengeKill_01_01_3p","diag_ap_nocNotify_revengeKill_01_01_3p",0,"#HOST_Noc","TEAM_MILITIA",false,"","Boo.  Heh heh heh.","SHADOW_REVENGE_KILL","JNEL: New Bucket for Noc"
"Host_Noc_nocNotify_revengeKill_01_02_3p","diag_ap_nocNotify_revengeKill_01_02_3p",0,"#HOST_Noc","TEAM_MILITIA",false,"","Boo.  Heh heh heh.","SHADOW_REVENGE_KILL","JNEL: New Bucket for Noc"
"Host_Noc_nocNotify_revengeKill_01_03_3p","diag_ap_nocNotify_revengeKill_01_03_3p",0,"#HOST_Noc","TEAM_MILITIA",false,"","Boo.  Heh heh heh.","SHADOW_REVENGE_KILL","JNEL: New Bucket for Noc"
"Host_Noc_nocNotify_revengeKill_01_04_3p","diag_ap_nocNotify_revengeKill_01_04_3p",0,"#HOST_Noc","TEAM_MILITIA",false,"","Boo.  Heh heh heh.","SHADOW_REVENGE_KILL","JNEL: New Bucket for Noc"
"Host_Noc_nocNotify_revengeKill_01_05_3p","diag_ap_nocNotify_revengeKill_01_05_3p",0,"#HOST_Noc","TEAM_MILITIA",false,"","Boo.  Heh heh heh.","SHADOW_REVENGE_KILL","JNEL: New Bucket for Noc"
"","",0,"","",false,"","","",""
"","diag_ap_nocNotify_diedFirstRev_01_01_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","First blood... and it's my doppelganger. Pathetic.","","Revenant is First Blood"
"","diag_ap_nocNotify_diedFirstRev_01_02_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","First blood... and it's my doppelganger. Pathetic.","","Revenant is First Blood"
"","diag_ap_nocNotify_diedFirstRev_01_03_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","First blood... and it's my doppelganger. Pathetic.","","Revenant is First Blood"
"","diag_ap_nocNotify_diedFirstRev_01_04_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","First blood... and it's my doppelganger. Pathetic.","","Revenant is First Blood"
"","diag_ap_nocNotify_diedFirstRev_02_01_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","First blood. Guess we know which Revenant is superior, don't we? ","","Revenant is First Blood"
"","",0,"","",false,"","","",""
"","diag_ap_nocNotify_killLeaderNewRev_01_01_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","We have a new Kill Leader. Who knew he had ambition?","","New Kill Leader is Revenant"
"","diag_ap_nocNotify_killLeaderNewRev_01_02_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","We have a new Kill Leader. Who knew he had ambition?","","New Kill Leader is Revenant"
"","diag_ap_nocNotify_killLeaderNewRev_01_03_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","We have a new Kill Leader. Who knew he had ambition?","","New Kill Leader is Revenant"
"","diag_ap_nocNotify_killLeaderNewRev_02_01_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","A new Kill Leader! Well... second to me, that is. ","","New Kill Leader is Revenant"
"","diag_ap_nocNotify_killLeaderNewRev_02_02_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","A new Kill Leader! Well... second to me, that is. ","","New Kill Leader is Revenant"
"","diag_ap_nocNotify_killLeaderNewRev_02_03_3p",0,"#HOST_NOC","TEAM_MILITIA",false,"","A new Kill Leader! Well... second to me, that is. ","","New Kill Leader is Revenant"
"","",0,"","",false,"","","",""
"","",0,"","",false,"","","",""
"","",0,"","",false,"","","",""
"","",0,"","",false,"","","",""
"","",0,"","",false,"","","",""
"Host_AI_RespawnFullGear","diag_ap_aiNotify_respawnFullGear_3p",0,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Auto-Respawn with Full Gear In Effect.","",""
"Host_AI_TrainMultipleSquads","diag_ap_aiNotify_trainMultipleSquads_3p",0,"#HOST_MIRAGE","TEAM_MILITIA",false,"","You are not the only squad on the train.","","state change to contested from controlled"
"Host_AI_TrainRulesHint","diag_ap_aiNotify_trainRulesHint_3p",0,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Capture the train to acquire the most points.","","when you first are skydiving"
"Host_AI_TrainYourSquadHolds","diag_ap_aiNotify_trainYourSquadHolds_3p",0,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Your squad now holds the train.","","objectiveOwners when state changes to controlled"
"","",0,"","",false,"","","",""
"Host_Mirage_FirstBlood_01_01","diag_mp_mirage_exp_diedFirst_01_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Wow, first blood already. And who was it? ( whispering ) Wait it wasn't me, was it? Am I dead?","FIRST_BLOOD",""
"Host_Mirage_FirstBlood_01_02","diag_mp_mirage_exp_diedFirst_01_02_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Wow, first blood already. And who was it? ( whispering ) Wait it wasn't me, was it? Am I dead?","FIRST_BLOOD",""
"Host_Mirage_FirstBlood_01_03","diag_mp_mirage_exp_diedFirst_01_03_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","Wow, first blood already. And who was it? ( whispering ) Wait it wasn't me, was it? Am I dead?","FIRST_BLOOD",""
"Host_Mirage_FirstBlood_02_01","diag_mp_mirage_exp_diedFirst_02_01_3p",10,"#HOST_MIRAGE","TEAM_MILITIA",false,"","First blood, which means somebody really wants on that train!","FIRST_BLOOD",""
